??,??,??????????,?????????????,????????????,?????????,?????????,????????,?????????,???????,????,???????,??????,??????,????
??,????,???,?????,122211,???,????,??????,2022-05-08,13,?????,???,50??,???,????
??,????,???,?????,122211,???,????,??????,2022-06-18,12,?????,??????,40??,???,????
??,????,???,?????,122211,???,????,??????,2022-09-02,23,???,???,20??,???,????
??,????,???,?????,122211,???,????,??????,2022-10-22,17,?????,??????,40??,???,????
??,????,???,?????,122211,???,????,??????,2022-08-04,18,?????,???,70???,???,????
??,????,???,?????,122211,???,????,??????,2022-09-30,19,?????,???,20??,???,????
??,????,???,?????,122211,???,????,??????,2022-04-06,08,???,???,30??,???,????
??,????,???,?????,122211,???,????,??????,2022-06-26,23,??????,??????,20??,???,????
??,????,???,?????,122211,???,????,??????,2022-06-30,07,??????,??????,50??,???,????
??,????,???,?????,122211,???,????,??????,2022-08-07,22,???,??????,10??,???,????
??,????,???,?????,122211,???,????,??????,2022-09-11,07,??????,??????,10??,???,????
??,????,???,?????,122211,???,????,??????,2022-11-25,07,??????,??????,10??,???,????
??,????,???,?????,122211,???,????,???????,2022-04-24,09,???,??????,10??,???,????
??,????,???,?????,122211,???,????,???????,2022-08-21,19,???????????????????,??????,10??,???,????
??,????,???,?????,122211,???,????,???????,2022-05-07,20,???????????????????,??????,20??,???,????
??,????,???,?????,122211,???,????,??????,??,??,???????????????????,??????,30??,???,????
??,????,???,?????,122211,???,????,??????,2022-01-05,17,???,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-02-28,10,???,???,70???,???,????
??,????,???,???????,122211,???,????,???,2022-03-14,13,??????,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-03-30,12,???,???,70???,???,????
??,????,???,???????,122211,???,????,???,2022-05-07,20,???,???,70???,???,????
??,????,???,???????,122211,???,????,???,2022-06-11,11,??????,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-07-06,18,?????,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-08-20,19,??????????,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-08-28,09,??????,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-09-13,17,??????,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-09-29,07,???????????????????,??????,20??,???,????
??,????,???,???????,122211,???,????,???,2022-09-30,13,??????,??????,30??,???,????
??,????,???,???????,122211,???,????,???,2022-10-02,15,??????,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-10-07,06,??????,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-10-10,12,??????,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-10-10,16,??????,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-10-15,13,??????,??????,20??,???,????
??,????,???,???????,122211,???,????,???,2022-10-22,13,??????,??????,10??,???,????
??,????,???,???????,122211,???,????,???,2022-10-22,21,???????????????????,??????,30??,???,????
??,????,???,???????,122211,???,????,???,2022-11-04,08,??????,??????,20??,???,????
??,????,???,???????,122211,???,????,???,2022-12-01,08,??????,??????,10??,???,????
??,????,???,???????,122211,???,????,?????,2021-10-01,09,???????????????????,??????,20??,???,????
??,????,???,???????,122211,???,????,?????,2022-03-23,14,???,??????,10??,???,????
??,????,???,???????,122211,???,????,?????,2022-05-05,11,??????,??????,10??,???,????
??,????,???,???????,122211,???,????,?????,2022-05-22,19,???,???,10??,???,????
??,????,???,???????,122211,???,????,?????,2022-07-16,17,??????????,??????,30??,???,????
??,????,???,???????,122211,???,????,?????,2022-07-30,15,???,??????,30??,???,????
??,????,???,???????,122211,???,????,??,2022-08-04,20,??????????,??????,30??,???,????
??,????,???,???????,122211,???,????,??,2022-08-20,22,???????????????????,??????,20??,???,????
??,????,???,???????,122211,???,????,??,2022-09-25,20,?????,???,50??,???,????
??,????,???,???????,122211,???,????,???,2022-08-04,07,???,??????,20??,???,????
??,????,???,???????,122211,???,????,??,2022-03-09,22,?????,??????,50??,???,????
??,????,???,???????,122211,???,????,????????,2022-09-11,18,??????????,??????,40??,???,????
??,????,???,??????,122211,???,????,??,2022-01-29,18,??????????,???,10??,???,????
??,????,???,??????,122211,???,????,??,2022-02-02,22,??????????,??????,20??,???,????
??,????,???,??????,122211,???,????,??,2022-02-04,09,???,??????,10??,???,????
??,????,???,??????,122211,???,????,??,2022-02-25,16,??????????,???,70???,???,????
??,????,???,??????,122211,???,????,??,2022-03-05,10,???,??????,10??,???,????
??,????,???,??????,122211,???,????,??,2022-03-13,06,???????????????????,??????,10??,???,????
??,????,???,??????,122211,???,????,??,2022-05-17,19,??????,??????,10??,???,????
??,????,???,??????,122211,???,????,??,2022-07-02,13,??????????,??????,70???,???,????
??,????,???,??????,122211,???,????,??,2022-07-11,16,??????,??????,10??,???,????
??,????,???,??????,122211,???,????,??,2022-09-16,19,??????????,???,20??,???,????
??,????,???,??????,122211,???,????,??,2022-09-17,23,??????????,???,10??,???,????
??,????,???,??????,122211,???,????,??,2022-10-10,17,?????,??????,10??,???,????
??,????,???,??????,122211,???,????,??,2022-10-15,15,??????????,??????,30??,???,????
??,????,???,??????,122211,???,????,??,2022-11-03,21,??????????,??????,10??,???,????
??,????,???,??????,122211,???,????,??,2022-11-03,21,??????????,??????,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-01-09,14,???,??????,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-01-10,14,???,???,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-01-14,20,???,???,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-02-14,15,???,???,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-02-18,17,???,??????,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-03-04,07,???,??????,50??,???,????
??,????,???,??????,122211,???,????,??????,2022-03-09,15,???,??????,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-03-10,12,???,??????,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-03-25,10,???,??????,30??,???,????
??,????,???,??????,122211,???,????,??????,2022-08-14,08,???,???,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-08-25,16,???,??????,30??,???,????
??,????,???,??????,122211,???,????,??????,2022-09-07,18,??????,??????,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-09-14,18,???,??????,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-09-24,16,???,??????,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-10-20,12,???,??????,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-10-24,16,???,???,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-10-27,14,???,??????,70???,???,????
??,????,???,??????,122211,???,????,??????,2022-10-31,17,???,???,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-11-08,15,???,???,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-12-04,16,???,??????,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-12-23,17,???,??????,10??,???,????
??,????,???,??????,122211,???,????,??????,2022-10-24,13,??????????,??????,70???,???,????
??,????,???,??????,122211,???,????,???????,2022-04-23,21,??????????,??????,30??,???,????
??,????,???,??????,122211,???,????,???????,2022-04-25,17,??????,??????,20??,???,????
??,????,???,??????,122211,???,????,???????,2022-05-30,19,???,??????,10??,???,????
??,????,???,??????,122211,???,????,???????,2022-06-27,14,??????,??????,10??,???,????
??,????,???,??????,122211,???,????,???????,2022-10-20,08,??????,??????,20??,???,????
??,????,???,??????,122211,???,????,???????,2022-12-17,06,???,???,10??,???,????
??,????,???,??????,122211,???,????,???????,2022-08-12,11,???,??????,10??,???,????
??,????,???,??????,122211,???,????,???????,2022-08-26,21,??????,??????,20??,???,????
??,????,???,????,122211,???,????,???,2022-06-28,20,?????,??????,20??,???,????
??,????,???,????,122211,???,????,???,2022-07-26,20,??????????,??????,10??,???,????
??,????,???,????,122211,???,????,??,2021-12-01,08,???,???,10??,???,????
??,????,???,????,122211,???,????,??,2022-05-28,21,??????????,??????,10??,???,????
??,????,???,????,122211,???,????,??,2022-07-21,11,??????????,??????,20??,???,????
??,????,???,????,122211,???,????,??,2022-08-01,19,???,??????,50??,???,????
??,????,???,????,122211,???,????,??,2022-09-18,18,??????????,??????,20??,???,????
??,????,???,????,122211,???,????,??,2022-09-26,14,??????????,??????,10??,???,????
??,????,???,????,122211,???,????,??,??,??,??????????,??????,20??,???,????
??,????,???,????,122211,???,????,?????,2022-02-19,18,??????,??????,20??,???,????
??,????,???,????,122211,???,????,?????,2022-05-18,16,??????????,??????,10??,???,????
??,????,???,????,122211,???,????,?????,2022-06-05,15,??????????,??????,50??,???,????
??,????,???,????,122211,???,????,?????,2022-06-17,13,???,???,65-69?,???,????
??,????,???,????,122211,???,????,?????,2022-07-12,17,???,??????,10??,???,????
??,????,???,????,122211,???,????,?????,2022-08-23,00,??????????,??????,10??,???,????
??,????,???,????,122211,???,????,?????,2022-09-14,13,??????????,???,20??,???,????
??,????,???,????,122211,???,????,?????,2022-10-21,20,???,??????,10??,???,????
??,????,???,????,122211,???,????,?????,2022-11-05,12,???,??????,20??,???,????
??,????,???,????,122211,???,????,?????,2022-12-04,21,??????????,??????,10??,???,????
??,????,???,????,122211,???,????,?????,??,??,??????????,??????,10??,???,????
??,????,???,????,122211,???,????,??,2022-01-29,19,???????????????????,???,10??,???,????
??,????,???,????,122211,???,????,??,2022-02-17,08,??????????,??????,10??,???,????
??,????,???,????,122211,???,????,??,2022-03-30,01,??????????,??????,20??,???,????
??,????,???,????,122211,???,????,??,2022-07-01,21,???????????????????,??????,20??,???,????
??,????,???,????,122211,???,????,??,2022-08-06,17,???????????????????,??????,10??,???,????
??,????,???,????,122211,???,????,??,2022-08-26,18,??????????,??????,50??,???,????
??,????,???,????,122211,???,????,??,2022-08-28,13,??????????,??????,20??,???,????
??,????,???,????,122211,???,????,??,2022-09-02,15,???,??????,20??,???,????
??,????,???,????,122211,???,????,??,2022-09-10,15,???????????????????,??????,10??,???,????
??,????,???,????,122211,???,????,??,2022-09-29,22,???????????????????,???,20??,???,????
??,????,???,????,122211,???,????,??,2022-10-07,18,???????????????????,??????,30??,???,????
??,????,???,????,122211,???,????,??,2022-11-16,17,??????????,??????,30??,???,????
??,????,???,????,122211,???,????,??,2022-11-25,17,?????,???,10??,???,????
??,????,???,????,122211,???,????,??,??,??,??????????,???,30??,???,????
??,????,???,????,122211,???,????,??????,2022-02-09,11,???????????????????,???,30??,???,????
??,????,???,????,122211,???,????,??????,2022-07-20,15,???????????????????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-02-09,09,???,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-02-26,18,???,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-06-14,13,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-06-19,16,???,??????,30??,???,????
??,????,???,????,122041,???,???,??????,2022-10-23,16,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-05-21,17,?????,???,40??,???,????
??,????,???,????,122041,???,???,??????,2022-08-30,19,???,??????,70???,???,????
??,????,???,????,122041,???,???,??????,2022-11-26,11,???,??????,70???,???,????
??,????,???,????,122041,???,???,?????,2022-04-06,21,?????,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2022-05-24,10,???????????????????,???,20??,???,????
??,????,???,????,122041,???,???,?????,2022-09-26,11,??????????,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2022-02-10,13,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,?????,2022-06-26,12,???????????????????,???,60-64?,???,????
??,????,???,????,122041,???,???,?????,2022-10-04,10,???,??????,20??,???,????
??,????,???,????,122041,???,???,?????,2022-11-22,08,???,??????,10??,???,????
??,????,???,????,122041,???,???,?????,??,??,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,?????,2022-05-01,17,?????,??????,50??,???,????
??,????,???,????,122041,???,???,?????,2022-04-30,18,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,?????,2022-02-19,00,???????????????????,???,???????????,???????????,????
??,????,???,????,122041,???,???,?????,2022-09-26,17,?????,???,20??,???,????
??,????,???,????,122041,???,???,?????,2022-01-10,16,???????????????????,???,10??,???,????
??,????,???,????,122041,???,???,?????,2022-06-25,10,???,??????,20??,???,????
??,????,???,????,122041,???,???,?????,2022-08-12,09,?????,???,50??,???,????
??,????,???,????,122041,???,???,?????,2022-09-21,19,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,?????,2022-10-20,07,??????????,???,40??,???,????
??,????,???,????,122041,???,???,?????,2022-12-03,15,???,??????,20??,???,????
??,????,???,????,122041,???,???,?????,2022-12-13,22,??????????,???,10??,???,????
??,????,???,????,122041,???,???,?????,2022-06-07,18,???????????????????,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2022-11-19,14,???,???,70???,???,????
??,????,???,????,122041,???,???,???,2022-08-23,21,??????????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-10-31,17,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-11-14,11,???????????????????,??????,30??,???,????
??,????,???,????,122041,???,???,??????,2022-05-30,20,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-09-17,09,???,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-10-27,16,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-10-31,17,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-06-12,14,???????????????????,??????,70???,???,????
??,????,???,????,122041,???,???,??????,2022-11-16,14,???,???,10??,???,????
??,????,???,????,122041,???,???,??????,2022-11-18,07,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-10-02,15,?????,???,20??,???,????
??,????,???,????,122041,???,???,??????,2022-11-05,12,???,???,70???,???,????
??,????,???,????,122041,???,???,??????,2022-03-21,10,?????,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-08-21,19,?????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-12-07,17,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-12-08,14,?????,???,10??,???,????
??,????,???,????,122041,???,???,??????,2022-03-04,17,?????,??????,10???,???,????
??,????,???,????,122041,???,???,??????,2022-01-17,08,???,??????,30??,???,????
??,????,???,????,122041,???,???,??????,2022-04-21,12,???,???,20??,???,????
??,????,???,????,122041,???,???,??????,2022-07-31,14,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-08-07,09,???,???,70???,???,????
??,????,???,????,122041,???,???,??????,2022-08-30,18,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-10-13,05,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-10-14,19,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-11-21,17,???,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-12-26,17,???,???,10??,???,????
??,????,???,????,122041,???,???,??????,2022-03-30,17,???????????????????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-06-15,11,??????,??????,20??,???,????
??,????,???,????,122041,???,???,?????,2022-03-02,07,?????,???,10??,???,????
??,????,???,????,122041,???,???,?????,2022-10-07,05,???,??????,20??,???,????
??,????,???,????,122041,???,???,?????,2022-12-27,08,???,??????,20??,???,????
??,????,???,????,122041,???,???,???????,2022-07-24,17,?????,??????,10??,???,????
??,????,???,????,122041,???,???,???????,2022-02-01,??,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,???????,2022-12-16,21,?????,???,50??,???,????
??,????,???,????,122041,???,???,???,2022-06-08,18,???,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-04-06,11,??????????,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-05-21,19,???????????????????,??????,30??,???,????
??,????,???,????,122041,???,???,??????,2022-11-07,22,??????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-12-22,10,??????????,??????,30??,???,????
??,????,???,????,122041,???,???,??????,2019-12-27,08,??????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-01-12,07,??????,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-02-02,01,??????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-03-12,09,???,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-03-26,00,???,???,20??,???,????
??,????,???,????,122041,???,???,??????,2022-03-26,18,??????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-04-05,16,??????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-04-19,05,??????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-05-03,17,??????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-05-06,22,??????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-05-12,07,??????,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-05-25,17,??????,??????,30??,???,????
??,????,???,????,122041,???,???,??????,2022-06-09,08,??????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-07-17,08,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-07-30,16,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-08-03,06,??????,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-08-05,17,??????,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-08-05,20,??????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-08-06,16,???,???,20??,???,????
??,????,???,????,122041,???,???,??????,2022-08-08,22,??????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-08-26,12,??????,??????,50??,???,????
??,????,???,????,122041,???,???,??????,2022-09-04,22,???,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-09-05,20,???,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-09-13,23,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-09-22,06,???,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-10-04,20,???,???,10??,???,????
??,????,???,????,122041,???,???,??????,2022-10-20,01,???,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-10-24,16,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-11-05,14,???,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-11-25,19,??????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-12-17,11,???,??????,20??,???,????
??,????,???,????,122041,???,???,??????,??,??,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,??,??,??????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-09-29,20,???????????????????,???,20??,???,????
??,????,???,????,122041,???,???,??????,2022-12-09,22,???????????????????,??????,30??,???,????
??,????,???,????,122041,???,???,??????,2022-04-22,07,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-08-20,16,??????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-07-23,07,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-09-22,16,???,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-01-08,21,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-09-30,21,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-10-28,08,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-11-18,23,??????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-12-15,00,?????,???,10??,???,????
??,????,???,????,122041,???,???,??????,2022-02-09,15,???????????????????,??????,50??,???,????
??,????,???,????,122041,???,???,??????,2022-04-25,23,???????????????????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-08-08,20,??????????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-08-17,23,???????????????????,??????,30??,???,????
??,????,???,????,122041,???,???,??????,2022-11-13,22,??????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2021-12-30,21,???????????????????,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-06-24,17,??????????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-08-26,16,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2021-12-24,22,???????????????????,??????,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-04-22,16,?????,???,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-04-17,12,???,??????,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-04-21,08,??????,??????,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-06-14,15,??????,??????,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-06-28,12,??????,??????,20??,???,????
??,????,???,??????,122041,???,???,??????,2022-06-30,14,???,???,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-07-15,07,???,??????,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-08-30,13,???,??????,20??,???,????
??,????,???,??????,122041,???,???,??????,2022-10-25,13,??????,??????,20??,???,????
??,????,???,??????,122041,???,???,??????,2022-02-23,10,???,??????,20??,???,????
??,????,???,??????,122041,???,???,??????,2022-10-12,07,???,??????,20??,???,????
??,????,???,??????,122041,???,???,??????,2022-10-18,07,???,??????,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-11-01,11,???,??????,20??,???,????
??,????,???,??????,122041,???,???,??????,2022-11-30,19,???,???,20??,???,????
??,????,???,??????,122041,???,???,??????,2022-10-25,16,???,??????,20??,???,????
??,????,???,????,122041,???,???,?????,2021-12-23,12,??????,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2021-12-29,18,??????,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2022-01-07,19,??????,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2022-03-20,07,??????,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2022-05-10,16,??????,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2022-07-01,16,??????,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2022-07-30,08,??????,??????,20??,???,????
??,????,???,????,122041,???,???,?????,2022-10-17,16,??????,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2022-12-12,07,???,??????,10??,???,????
??,????,???,????,122041,???,???,?????,??,??,??????,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2022-02-13,06,???,???,10??,???,????
??,????,???,????,122041,???,???,?????,2022-08-02,17,???,??????,10??,???,????
??,????,???,????,122041,???,???,?????,2022-12-18,18,???,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-09-28,07,??????,??????,30??,???,????
??,????,???,????,122041,???,???,??????,2022-07-09,09,???????????????????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-07-12,07,??????,??????,40??,???,????
??,????,???,????,122041,???,???,??????,2022-07-26,09,??????,??????,20??,???,????
??,????,???,????,122041,???,???,??????,2022-10-12,18,???????????????????,??????,30??,???,????
??,????,???,????,122041,???,???,??????,2022-10-26,13,???,???,10??,???,????
??,????,???,????,122041,???,???,??????,2022-11-16,06,??????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-04-26,11,???????????????????,???,30??,???,????
??,????,???,????,122041,???,???,??????,2022-08-16,23,???????????????????,??????,10??,???,????
??,????,???,????,122041,???,???,??????,2022-09-28,01,???????????????????,??????,30??,???,????
??,????,???,??????,122041,???,???,???,2022-08-22,19,??????,??????,40??,???,????
??,????,???,??????,122041,???,???,???,2022-09-07,20,???,??????,20??,???,????
??,????,???,??????,122041,???,???,???,2022-09-16,13,??????????,??????,10??,???,????
??,????,???,??????,122041,???,???,???,2022-09-27,18,?????,???,30??,???,????
??,????,???,??????,122041,???,???,???,2022-10-10,06,???,??????,30??,???,????
??,????,???,??????,122041,???,???,???,2022-10-18,20,??????????,??????,30??,???,????
??,????,???,??????,122041,???,???,???,2022-10-19,17,??????????,??????,10??,???,????
??,????,???,??????,122041,???,???,???,2022-10-19,17,??????????,??????,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-10-13,17,???????????????????,??????,30??,???,????
??,????,???,??????,122041,???,???,???,2022-03-30,15,???,???,10??,???,????
??,????,???,??????,122041,???,???,???,2022-09-30,08,???,??????,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-03-09,07,??????,??????,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-03-03,10,?????,???,10??,???,????
??,????,???,??????,122041,???,???,??????,2022-08-24,18,???,??????,50??,???,????
??,????,???,??????,122041,???,???,???????,2022-01-08,09,???,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-07-17,17,???,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-08-01,15,???,??????,30??,???,????
??,????,???,??????,122041,???,???,???????,2022-08-01,17,???,??????,20??,???,????
??,????,???,??????,122041,???,???,???????,2022-09-02,18,???,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-09-11,17,???,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-10-14,19,???,???,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-11-22,19,???,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-01-24,17,???,???,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-01-25,19,???,???,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-02-15,14,???,???,50??,???,????
??,????,???,??????,122041,???,???,???????,2022-02-21,14,???,??????,20??,???,????
??,????,???,??????,122041,???,???,???????,2022-03-18,09,???,???,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-04-05,12,???,???,60-64?,???,????
??,????,???,??????,122041,???,???,???????,2022-05-02,17,???,???,40??,???,????
??,????,???,??????,122041,???,???,???????,2022-08-06,18,???,??????,20??,???,????
??,????,???,??????,122041,???,???,???????,2022-08-24,14,???,???,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-09-06,16,???,???,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-09-11,12,???,???,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-10-14,19,???,???,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-10-22,12,???????????????????,??????,20??,???,????
??,????,???,??????,122041,???,???,???????,2022-10-28,10,???,??????,30??,???,????
??,????,???,??????,122041,???,???,???????,2022-11-02,15,??????????,??????,40??,???,????
??,????,???,??????,122041,???,???,???????,2022-11-04,01,???????????????????,??????,20??,???,????
??,????,???,??????,122041,???,???,???????,2022-11-04,17,???,???,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-11-19,16,???,???,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-11-27,03,???,???,50??,???,????
??,????,???,??????,122041,???,???,???????,2022-12-01,10,???,???,20??,???,????
??,????,???,??????,122041,???,???,???????,2022-03-03,15,??????,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-06-10,09,???,??????,20??,???,????
??,????,???,??????,122041,???,???,???????,2022-09-21,07,??????,??????,20??,???,????
??,????,???,??????,122041,???,???,???????,2022-09-23,05,???,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-10-20,12,??????,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-10-26,07,??????,??????,40??,???,????
??,????,???,??????,122041,???,???,???????,2022-12-11,08,??????,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-12-26,20,??????,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-06-18,19,???????????????????,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-06-28,18,??????,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-07-03,16,???,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-08-20,14,???????????????????,??????,50??,???,????
??,????,???,??????,122041,???,???,???????,2022-10-19,12,??????????,??????,40??,???,????
??,????,???,??????,122041,???,???,???????,2022-11-14,13,??????????,??????,70???,???,????
??,????,???,??????,122041,???,???,???????,2022-04-06,16,???,??????,10??,???,????
??,????,???,??????,122041,???,???,???????,2022-05-19,17,???,??????,20??,???,????
